set,middle,pangrams,word_count,total_points
igsltae,e,"['legalist', 'legalities', 'legislate', 'legislates', 'litigates']",206,1083
roupsed,r,['presupposed'],232,1330
roupsed,o,['presupposed'],176,954
roupsed,u,['presupposed'],134,714
roupsed,p,['presupposed'],214,1248
roupsed,s,['presupposed'],245,1366
roupsed,e,['presupposed'],278,1573
roupsed,d,['presupposed'],164,875
wrgsaed,w,['swaggered'],91,464
wrgsaed,r,['swaggered'],198,1134
wrgsaed,g,['swaggered'],110,603
wrgsaed,s,['swaggered'],171,954
wrgsaed,a,['swaggered'],205,1108
wrgsaed,e,['swaggered'],251,1371
wrgsaed,d,['swaggered'],169,982
cxiylae,c,['lexically'],26,133
cxiylae,x,['lexically'],14,61
cxiylae,i,['lexically'],27,148
cxiylae,y,['lexically'],18,90
cxiylae,l,['lexically'],39,171
cxiylae,a,['lexically'],27,125
cxiylae,e,['lexically'],24,94
onigslh,o,['longish'],72,321
onigslh,n,['longish'],75,400
onigslh,i,['longish'],89,456
onigslh,g,['longish'],80,432
onigslh,s,['longish'],82,377
onigslh,l,['longish'],63,309
onigslh,h,['longish'],29,140
ronishd,r,"['dishonor', 'dishonors', 'dronish']",35,178
ronishd,o,"['dishonor', 'dishonors', 'dronish']",51,212
ronishd,n,"['dishonor', 'dishonors', 'dronish']",37,168
ronishd,i,"['dishonor', 'dishonors', 'dronish']",36,160
ronishd,s,"['dishonor', 'dishonors', 'dronish']",46,188
ronishd,h,"['dishonor', 'dishonors', 'dronish']",29,138
ronishd,d,"['dishonor', 'dishonors', 'dronish']",36,149
wrofane,w,['forewarn'],36,148
wrofane,r,['forewarn'],68,270
wrofane,o,['forewarn'],34,136
wrofane,f,['forewarn'],29,116
wrofane,a,['forewarn'],45,160
wrofane,n,['forewarn'],38,144
wrofane,e,['forewarn'],59,235
zoigtan,z,['antagonizing'],14,104
zoigtan,o,['antagonizing'],52,289
zoigtan,i,['antagonizing'],75,482
zoigtan,g,['antagonizing'],63,370
zoigtan,t,['antagonizing'],67,386
zoigtan,a,['antagonizing'],67,383
zoigtan,n,['antagonizing'],86,504
cnvlahe,c,['avalanche'],31,144
cnvlahe,n,['avalanche'],46,209
cnvlahe,v,['avalanche'],32,141
cnvlahe,l,['avalanche'],51,206
cnvlahe,a,['avalanche'],65,246
cnvlahe,h,['avalanche'],29,140
cnvlahe,e,['avalanche'],60,229
rckipse,r,['pickers'],114,586
rckipse,c,['pickers'],64,339
rckipse,k,['pickers'],59,248
rckipse,i,['pickers'],114,522
rckipse,p,['pickers'],111,545
rckipse,s,['pickers'],129,630
rckipse,e,['pickers'],144,701
cukipsh,c,['puckish'],29,111
cukipsh,u,['puckish'],29,103
cukipsh,k,['puckish'],27,102
cukipsh,i,['puckish'],33,105
cukipsh,p,['puckish'],30,94
cukipsh,s,['puckish'],46,141
cukipsh,h,['puckish'],27,111
rutaned,r,"['natured', 'redundant', 'underrate', 'underrated', 'unnarrated', 'unnattered', 'untattered', 'untraded', 'untreated']",183,1114
rutaned,u,"['natured', 'redundant', 'underrate', 'underrated', 'unnarrated', 'unnattered', 'untattered', 'untraded', 'untreated']",100,695
rutaned,t,"['natured', 'redundant', 'underrate', 'underrated', 'unnarrated', 'unnattered', 'untattered', 'untraded', 'untreated']",182,1172
rutaned,a,"['natured', 'redundant', 'underrate', 'underrated', 'unnarrated', 'unnattered', 'untattered', 'untraded', 'untreated']",165,995
rutaned,n,"['natured', 'redundant', 'underrate', 'underrated', 'unnarrated', 'unnattered', 'untattered', 'untraded', 'untreated']",184,1182
rutaned,e,"['natured', 'redundant', 'underrate', 'underrated', 'unnarrated', 'unnattered', 'untattered', 'untraded', 'untreated']",251,1514
rutaned,d,"['natured', 'redundant', 'underrate', 'underrated', 'unnarrated', 'unnattered', 'untattered', 'untraded', 'untreated']",179,1148
ruiytan,r,['unitary'],40,186
ruiytan,u,['unitary'],23,98
ruiytan,i,['unitary'],37,180
ruiytan,y,['unitary'],30,143
ruiytan,t,['unitary'],51,238
ruiytan,a,['unitary'],55,244
ruiytan,n,['unitary'],53,246
rslahed,r,"['hardshell', 'heralds']",200,1192
rslahed,s,"['hardshell', 'heralds']",237,1360
rslahed,l,"['hardshell', 'heralds']",136,704
rslahed,a,"['hardshell', 'heralds']",244,1360
rslahed,h,"['hardshell', 'heralds']",135,771
rslahed,e,"['hardshell', 'heralds']",295,1620
rslahed,d,"['hardshell', 'heralds']",176,1022
mroigpn,m,['romping'],37,170
mroigpn,r,['romping'],53,257
mroigpn,o,['romping'],59,284
mroigpn,i,['romping'],66,376
mroigpn,g,['romping'],57,334
mroigpn,p,['romping'],38,200
mroigpn,n,['romping'],67,381
mrcfahe,m,['chamfer'],31,120
mrcfahe,r,['chamfer'],58,241
mrcfahe,c,['chamfer'],42,179
mrcfahe,f,['chamfer'],24,100
mrcfahe,a,['chamfer'],67,251
mrcfahe,h,['chamfer'],29,122
mrcfahe,e,['chamfer'],63,246
mrouipt,m,['impromptu'],30,110
mrouipt,r,['impromptu'],43,159
mrouipt,o,['impromptu'],47,172
mrouipt,u,['impromptu'],26,117
mrouipt,i,['impromptu'],22,94
mrouipt,p,['impromptu'],33,125
mrouipt,t,['impromptu'],43,166
mritned,m,"['determine', 'determined', 'detriment', 'dinnertime']",92,521
mritned,r,"['determine', 'determined', 'detriment', 'dinnertime']",144,869
mritned,i,"['determine', 'determined', 'detriment', 'dinnertime']",156,834
mritned,t,"['determine', 'determined', 'detriment', 'dinnertime']",144,837
mritned,n,"['determine', 'determined', 'detriment', 'dinnertime']",129,761
mritned,e,"['determine', 'determined', 'detriment', 'dinnertime']",219,1189
mritned,d,"['determine', 'determined', 'detriment', 'dinnertime']",138,789
iftbned,i,['benefited'],72,360
iftbned,f,['benefited'],39,202
iftbned,t,['benefited'],66,333
iftbned,b,['benefited'],31,146
iftbned,n,['benefited'],66,334
iftbned,e,['benefited'],100,469
iftbned,d,['benefited'],76,377
muipshe,m,"['euphemism', 'euphemisms']",42,177
muipshe,u,"['euphemism', 'euphemisms']",42,184
muipshe,i,"['euphemism', 'euphemisms']",48,233
muipshe,p,"['euphemism', 'euphemisms']",53,233
muipshe,s,"['euphemism', 'euphemisms']",88,361
muipshe,h,"['euphemism', 'euphemisms']",35,162
muipshe,e,"['euphemism', 'euphemisms']",62,286
cuistne,c,['succinctness'],62,370
cuistne,u,['succinctness'],68,326
cuistne,i,['succinctness'],104,598
cuistne,s,['succinctness'],153,812
cuistne,t,['succinctness'],130,663
cuistne,n,['succinctness'],131,748
cuistne,e,['succinctness'],139,763
ruitlan,r,['utilitarian'],48,233
ruitlan,u,['utilitarian'],35,166
ruitlan,i,['utilitarian'],56,238
ruitlan,t,['utilitarian'],62,297
ruitlan,l,['utilitarian'],53,225
ruitlan,a,['utilitarian'],77,351
ruitlan,n,['utilitarian'],57,272
wmrtane,w,['waterman'],28,99
wmrtane,m,['waterman'],47,202
wmrtane,r,['waterman'],88,421
wmrtane,t,['waterman'],86,408
wmrtane,a,['waterman'],102,438
wmrtane,n,['waterman'],78,373
wmrtane,e,['waterman'],117,512
oiptahe,o,['ethiopia'],25,86
oiptahe,i,['ethiopia'],25,120
oiptahe,p,['ethiopia'],40,146
oiptahe,t,['ethiopia'],49,189
oiptahe,a,['ethiopia'],31,113
oiptahe,h,['ethiopia'],26,95
oiptahe,e,['ethiopia'],36,141
oytbane,o,['bayonet'],48,180
oytbane,y,['bayonet'],26,121
oytbane,t,['bayonet'],61,247
oytbane,b,['bayonet'],49,170
oytbane,a,['bayonet'],55,229
oytbane,n,['bayonet'],59,238
oytbane,e,['bayonet'],55,198
jcouitn,j,"['conjunction', 'injunction', 'junction']",11,88
jcouitn,c,"['conjunction', 'injunction', 'junction']",25,169
jcouitn,o,"['conjunction', 'injunction', 'junction']",35,196
jcouitn,u,"['conjunction', 'injunction', 'junction']",22,134
jcouitn,i,"['conjunction', 'injunction', 'junction']",26,159
jcouitn,t,"['conjunction', 'injunction', 'junction']",30,173
jcouitn,n,"['conjunction', 'injunction', 'junction']",38,208
rokvsbe,r,['overbooks'],93,460
rokvsbe,o,['overbooks'],72,335
rokvsbe,k,['overbooks'],27,141
rokvsbe,v,['overbooks'],49,293
rokvsbe,s,['overbooks'],86,421
rokvsbe,b,['overbooks'],54,244
rokvsbe,e,['overbooks'],102,490
ckgpaed,c,['packaged'],27,120
ckgpaed,k,['packaged'],16,65
ckgpaed,g,['packaged'],20,92
ckgpaed,p,['packaged'],32,121
ckgpaed,a,['packaged'],38,157
ckgpaed,e,['packaged'],56,213
ckgpaed,d,['packaged'],40,183
misltae,m,"['assimilate', 'assimilates', 'mealtimes', 'measliest', 'militates', 'smalltime']",167,830
misltae,i,"['assimilate', 'assimilates', 'mealtimes', 'measliest', 'militates', 'smalltime']",172,887
misltae,s,"['assimilate', 'assimilates', 'mealtimes', 'measliest', 'militates', 'smalltime']",286,1474
misltae,l,"['assimilate', 'assimilates', 'mealtimes', 'measliest', 'militates', 'smalltime']",227,1148
misltae,t,"['assimilate', 'assimilates', 'mealtimes', 'measliest', 'militates', 'smalltime']",214,1099
misltae,a,"['assimilate', 'assimilates', 'mealtimes', 'measliest', 'militates', 'smalltime']",214,1105
misltae,e,"['assimilate', 'assimilates', 'mealtimes', 'measliest', 'militates', 'smalltime']",250,1289
roivpse,r,['oppressive'],178,1025
roivpse,o,['oppressive'],104,603
roivpse,i,['oppressive'],89,500
roivpse,v,['oppressive'],76,487
roivpse,p,['oppressive'],136,769
roivpse,s,['oppressive'],182,1042
roivpse,e,['oppressive'],202,1140
jcuiste,j,"['juiciest', 'justice', 'justices']",21,120
jcuiste,c,"['juiciest', 'justice', 'justices']",22,113
jcuiste,u,"['juiciest', 'justice', 'justices']",38,169
jcuiste,i,"['juiciest', 'justice', 'justices']",33,166
jcuiste,s,"['juiciest', 'justice', 'justices']",62,256
jcuiste,t,"['juiciest', 'justice', 'justices']",53,213
jcuiste,e,"['juiciest', 'justice', 'justices']",55,247
riyglne,r,"['gingerly', 'leeringly', 'lingeringly', 'relying']",58,344
riyglne,i,"['gingerly', 'leeringly', 'lingeringly', 'relying']",75,437
riyglne,y,"['gingerly', 'leeringly', 'lingeringly', 'relying']",24,153
riyglne,g,"['gingerly', 'leeringly', 'lingeringly', 'relying']",62,404
riyglne,l,"['gingerly', 'leeringly', 'lingeringly', 'relying']",55,301
riyglne,n,"['gingerly', 'leeringly', 'lingeringly', 'relying']",65,394
riyglne,e,"['gingerly', 'leeringly', 'lingeringly', 'relying']",75,403
rcokved,r,['overcooked'],86,453
rcokved,c,['overcooked'],58,302
rcokved,o,['overcooked'],83,416
rcokved,k,['overcooked'],35,171
rcokved,v,['overcooked'],30,166
rcokved,e,['overcooked'],97,503
rcokved,d,['overcooked'],79,413
wrosahe,w,['warhorse'],71,323
wrosahe,r,['warhorse'],147,756
wrosahe,o,['warhorse'],72,334
wrosahe,s,['warhorse'],158,771
wrosahe,a,['warhorse'],119,622
wrosahe,h,['warhorse'],99,528
wrosahe,e,['warhorse'],156,771
rogptah,r,['photograph'],42,167
rogptah,o,['photograph'],45,161
rogptah,g,['photograph'],15,61
rogptah,p,['photograph'],27,106
rogptah,t,['photograph'],47,172
rogptah,a,['photograph'],40,153
rogptah,h,['photograph'],22,87
cifvtae,c,['affective'],29,146
cifvtae,i,['affective'],27,127
cifvtae,f,['affective'],21,81
cifvtae,v,['affective'],18,95
cifvtae,t,['affective'],34,161
cifvtae,a,['affective'],32,146
cifvtae,e,['affective'],33,142
oslbhed,o,"['beholds', 'bloodshed']",106,415
oslbhed,s,"['beholds', 'bloodshed']",109,439
oslbhed,l,"['beholds', 'bloodshed']",92,404
oslbhed,b,"['beholds', 'bloodshed']",66,300
oslbhed,h,"['beholds', 'bloodshed']",46,192
oslbhed,e,"['beholds', 'bloodshed']",120,529
oslbhed,d,"['beholds', 'bloodshed']",85,380
muisbhd,m,['buddhism'],16,55
muisbhd,u,['buddhism'],21,57
muisbhd,i,['buddhism'],16,50
muisbhd,s,['buddhism'],28,62
muisbhd,b,['buddhism'],13,32
muisbhd,h,['buddhism'],14,51
muisbhd,d,['buddhism'],14,49
rcouisl,r,['scurrilous'],41,211
rcouisl,c,['scurrilous'],46,262
rcouisl,o,['scurrilous'],53,270
rcouisl,u,['scurrilous'],44,204
rcouisl,i,['scurrilous'],33,164
rcouisl,s,['scurrilous'],67,318
rcouisl,l,['scurrilous'],47,190
cuiytld,c,['lucidity'],14,76
cuiytld,u,['lucidity'],16,59
cuiytld,i,['lucidity'],23,103
cuiytld,y,['lucidity'],20,95
cuiytld,t,['lucidity'],15,58
cuiytld,l,['lucidity'],28,113
cuiytld,d,['lucidity'],18,74
oigplan,o,['galloping'],68,336
oigplan,i,['galloping'],87,525
oigplan,g,['galloping'],89,519
oigplan,p,['galloping'],63,335
oigplan,l,['galloping'],87,437
oigplan,a,['galloping'],75,369
oigplan,n,['galloping'],102,569
mroibne,m,['bromine'],47,188
mroibne,r,['bromine'],72,301
mroibne,o,['bromine'],60,218
mroibne,i,['bromine'],50,220
mroibne,b,['bromine'],50,207
mroibne,n,['bromine'],53,202
mroibne,e,['bromine'],67,267
mgstane,m,"['engagements', 'magnates', 'magnets', 'managements']",114,654
mgstane,g,"['engagements', 'magnates', 'magnets', 'managements']",87,471
mgstane,s,"['engagements', 'magnates', 'magnets', 'managements']",189,1005
mgstane,t,"['engagements', 'magnates', 'magnets', 'managements']",160,875
mgstane,a,"['engagements', 'magnates', 'magnets', 'managements']",203,1052
mgstane,n,"['engagements', 'magnates', 'magnets', 'managements']",147,853
mgstane,e,"['engagements', 'magnates', 'magnets', 'managements']",216,1146
oiygtle,o,['etiology'],22,75
oiygtle,i,['etiology'],24,95
oiygtle,y,['etiology'],14,60
oiygtle,g,['etiology'],21,98
oiygtle,t,['etiology'],25,79
oiygtle,l,['etiology'],40,149
oiygtle,e,['etiology'],24,106
ivstahe,i,['heaviest'],61,313
ivstahe,v,['heaviest'],45,220
ivstahe,s,['heaviest'],131,618
ivstahe,t,['heaviest'],110,535
ivstahe,a,['heaviest'],99,485
ivstahe,h,['heaviest'],66,330
ivstahe,e,['heaviest'],122,605
moxilba,m,['mailbox'],39,131
moxilba,o,['mailbox'],19,65
moxilba,x,['mailbox'],11,51
moxilba,i,['mailbox'],32,101
moxilba,l,['mailbox'],33,100
moxilba,b,['mailbox'],25,78
moxilba,a,['mailbox'],35,124
ouigsnd,o,"['dousing', 'sounding']",64,300
ouigsnd,u,"['dousing', 'sounding']",44,219
ouigsnd,i,"['dousing', 'sounding']",69,402
ouigsnd,g,"['dousing', 'sounding']",70,363
ouigsnd,s,"['dousing', 'sounding']",76,336
ouigsnd,n,"['dousing', 'sounding']",95,470
ouigsnd,d,"['dousing', 'sounding']",58,289
jugsaed,j,['adjudges'],18,93
jugsaed,u,['adjudges'],40,188
jugsaed,g,['adjudges'],53,267
jugsaed,s,['adjudges'],66,281
jugsaed,a,['adjudges'],57,271
jugsaed,e,['adjudges'],77,355
jugsaed,d,['adjudges'],48,223
mpsaned,m,"['dampens', 'dampness']",106,526
mpsaned,p,"['dampens', 'dampness']",88,404
mpsaned,s,"['dampens', 'dampness']",146,696
mpsaned,a,"['dampens', 'dampness']",168,786
mpsaned,n,"['dampens', 'dampness']",136,694
mpsaned,e,"['dampens', 'dampness']",191,929
mpsaned,d,"['dampens', 'dampness']",145,756
mrugned,m,['unmerged'],42,259
mrugned,r,['unmerged'],83,483
mrugned,u,['unmerged'],71,404
mrugned,g,['unmerged'],51,296
mrugned,n,['unmerged'],58,335
mrugned,e,['unmerged'],113,637
mrugned,d,['unmerged'],99,568
ruvstne,r,['ventures'],172,978
ruvstne,u,['ventures'],114,603
ruvstne,v,['ventures'],66,393
ruvstne,s,['ventures'],190,1017
ruvstne,t,['ventures'],154,825
ruvstne,n,['ventures'],129,715
ruvstne,e,['ventures'],223,1208
riytban,r,['brittany'],55,264
riytban,i,['brittany'],48,256
riytban,y,['brittany'],33,161
riytban,t,['brittany'],49,244
riytban,b,['brittany'],36,173
riytban,a,['brittany'],76,343
riytban,n,['brittany'],48,243
mivpsae,m,['impassive'],52,231
mivpsae,i,['impassive'],53,231
mivpsae,v,['impassive'],24,112
mivpsae,p,['impassive'],52,195
mivpsae,s,['impassive'],95,399
mivpsae,a,['impassive'],69,269
mivpsae,e,['impassive'],70,302
onitlhe,o,['hotline'],42,139
onitlhe,n,['hotline'],58,227
onitlhe,i,['hotline'],52,220
onitlhe,t,['hotline'],68,273
onitlhe,l,['hotline'],58,200
onitlhe,h,['hotline'],29,123
onitlhe,e,['hotline'],64,267
cxislne,c,['excellencies'],47,304
cxislne,x,['excellencies'],19,115
cxislne,i,['excellencies'],76,399
cxislne,s,['excellencies'],85,481
cxislne,l,['excellencies'],70,391
cxislne,n,['excellencies'],61,373
cxislne,e,['excellencies'],98,536
roxiane,r,['anorexia'],34,124
roxiane,o,['anorexia'],20,76
roxiane,x,['anorexia'],11,49
roxiane,i,['anorexia'],24,85
roxiane,a,['anorexia'],26,95
roxiane,n,['anorexia'],35,122
roxiane,e,['anorexia'],35,131
ivsptae,i,['passivate'],69,332
ivsptae,v,['passivate'],39,188
ivsptae,s,['passivate'],148,633
ivsptae,p,['passivate'],87,351
ivsptae,t,['passivate'],113,520
ivsptae,a,['passivate'],102,457
ivsptae,e,['passivate'],134,614
ougsthe,o,"['guesthouse', 'guesthouses', 'toughest']",81,409
ougsthe,u,"['guesthouse', 'guesthouses', 'toughest']",68,339
ougsthe,g,"['guesthouse', 'guesthouses', 'toughest']",54,271
ougsthe,s,"['guesthouse', 'guesthouses', 'toughest']",116,536
ougsthe,t,"['guesthouse', 'guesthouses', 'toughest']",103,504
ougsthe,h,"['guesthouse', 'guesthouses', 'toughest']",77,388
ougsthe,e,"['guesthouse', 'guesthouses', 'toughest']",82,425
muiplse,m,"['impulse', 'impulses']",84,391
muiplse,u,"['impulse', 'impulses']",67,292
muiplse,i,"['impulse', 'impulses']",97,451
muiplse,p,"['impulse', 'impulses']",92,424
muiplse,l,"['impulse', 'impulses']",115,522
muiplse,s,"['impulse', 'impulses']",146,669
muiplse,e,"['impulse', 'impulses']",114,549
ckigsln,c,['slicking'],29,169
ckigsln,k,['slicking'],56,274
ckigsln,i,['slicking'],92,454
ckigsln,g,['slicking'],48,300
ckigsln,s,['slicking'],62,304
ckigsln,l,['slicking'],52,297
ckigsln,n,['slicking'],67,372
oigsand,o,"['diagnosing', 'diagnosis']",61,266
oigsand,i,"['diagnosing', 'diagnosis']",92,525
oigsand,g,"['diagnosing', 'diagnosis']",92,477
oigsand,s,"['diagnosing', 'diagnosis']",90,413
oigsand,a,"['diagnosing', 'diagnosis']",72,355
oigsand,n,"['diagnosing', 'diagnosis']",110,581
oigsand,d,"['diagnosing', 'diagnosis']",67,320
rcygvan,r,['vagrancy'],23,102
rcygvan,c,['vagrancy'],15,81
rcygvan,y,['vagrancy'],26,113
rcygvan,g,['vagrancy'],15,66
rcygvan,v,['vagrancy'],7,42
rcygvan,a,['vagrancy'],35,145
rcygvan,n,['vagrancy'],24,108
mrctaed,m,"['cremated', 'demarcate', 'demarcated']",80,394
mrctaed,r,"['cremated', 'demarcate', 'demarcated']",166,932
mrctaed,c,"['cremated', 'demarcate', 'demarcated']",92,555
mrctaed,t,"['cremated', 'demarcate', 'demarcated']",120,686
mrctaed,a,"['cremated', 'demarcate', 'demarcated']",185,959
mrctaed,e,"['cremated', 'demarcate', 'demarcated']",194,1028
mrctaed,d,"['cremated', 'demarcate', 'demarcated']",137,782
wniglhe,w,"['wellnigh', 'wheeling']",30,162
wniglhe,n,"['wellnigh', 'wheeling']",49,266
wniglhe,i,"['wellnigh', 'wheeling']",56,296
wniglhe,g,"['wellnigh', 'wheeling']",44,258
wniglhe,l,"['wellnigh', 'wheeling']",38,185
wniglhe,h,"['wellnigh', 'wheeling']",28,143
wniglhe,e,"['wellnigh', 'wheeling']",47,214
roifped,r,['fireproofed'],115,563
roifped,o,['fireproofed'],66,313
roifped,i,['fireproofed'],51,246
roifped,f,['fireproofed'],50,261
roifped,p,['fireproofed'],67,320
roifped,e,['fireproofed'],126,615
roifped,d,['fireproofed'],97,490
rciptae,r,"['appreciate', 'participate', 'peripatetic', 'practice', 'precipitate']",157,851
rciptae,c,"['appreciate', 'participate', 'peripatetic', 'practice', 'precipitate']",89,529
rciptae,i,"['appreciate', 'participate', 'peripatetic', 'practice', 'precipitate']",88,512
rciptae,p,"['appreciate', 'participate', 'peripatetic', 'practice', 'precipitate']",104,548
rciptae,t,"['appreciate', 'participate', 'peripatetic', 'practice', 'precipitate']",125,711
rciptae,a,"['appreciate', 'participate', 'peripatetic', 'practice', 'precipitate']",137,743
rciptae,e,"['appreciate', 'participate', 'peripatetic', 'practice', 'precipitate']",160,863
consthe,c,['notches'],82,452
consthe,o,['notches'],121,569
consthe,n,['notches'],104,522
consthe,s,['notches'],148,730
consthe,t,['notches'],131,646
consthe,h,['notches'],72,361
consthe,e,['notches'],148,728
wryslae,w,['lawyers'],70,317
wryslae,r,['lawyers'],102,484
wryslae,y,['lawyers'],75,328
wryslae,s,['lawyers'],140,637
wryslae,l,['lawyers'],110,511
wryslae,a,['lawyers'],148,670
wryslae,e,['lawyers'],155,694
ciystne,c,['necessity'],53,317
ciystne,i,['necessity'],86,480
ciystne,y,['necessity'],22,107
ciystne,s,['necessity'],110,594
ciystne,t,['necessity'],100,527
ciystne,n,['necessity'],101,584
ciystne,e,['necessity'],109,591
muflbed,m,['fumbled'],29,162
muflbed,u,['fumbled'],60,290
muflbed,f,['fumbled'],35,154
muflbed,l,['fumbled'],62,297
muflbed,b,['fumbled'],38,204
muflbed,e,['fumbled'],71,352
muflbed,d,['fumbled'],54,286
